"ID","Address","DateOfSale","SalePrice","IsAStudio","BedCount","BathCount","Size","LotSize","BuiltInYear","M1","M2"
15140244,"1874 San Jose Ave, San Francisco, CA","11/20/15",975000.0,0.0,3.0,2.0,1771.0,2178.0,1937.0,1.538104375110591,0.15508589766275094
15140288,"28 Raleigh Ave, San Francisco, CA","11/30/15",900000.0,0.0,2.0,1.0,1000.0,2613.0,1926.0,1.7634900067500827,0.9188666816668503
15140632,"154 Westwood Dr, San Francisco, CA","12/11/15",1110000.0,0.0,3.0,2.0,1200.0,4499.0,1925.0,1.8265829713461645,0.2911404889120077
15140802,"528 Miramar Ave, San Francisco, CA","12/17/15",918000.0,0.0,2.0,1.0,1328.0,3798.0,1919.0,0.9504627160235407,-0.9292751284890182
15140890,"54 Marston Ave, San Francisco, CA","1/3/16",1650000.0,0.0,5.0,5.0,2500.0,2813.0,1927.0,2.360164025188301,-0.13919512098387754
15141355,"367 Delano Ave, San Francisco, CA","11/24/15",1150000.0,0.0,3.0,2.0,1696.0,2339.0,1926.0,1.7365193801659877,0.02003370463650045
15141477,"135 Darien Way, San Francisco, CA","1/14/16",1600000.0,0.0,5.0,4.0,2956.0,3484.0,1927.0,2.4578839915255233,0.07235498940690399
15141495,"280 San Leandro Way, San Francisco, CA","11/13/15",1230000.0,0.0,"",1.0,1524.0,3998.0,1923.0,2.0681127880427206,0.36278502120767575
15141526,"220 San Benito Way, San Francisco, CA","11/23/15",1590000.0,0.0,4.0,2.5,1941.0,3846.0,1922.0,2.0313777953935084,-0.44480780453646784
15141568,"306 Santa Ana Ave, San Francisco, CA","12/10/15",1950000.0,0.0,4.0,3.0,2663.0,4499.0,1925.0,2.2012781026593244,-0.7422788690673596
15141807,"61 Pinehurst Way, San Francisco, CA","11/10/15",1450000.0,0.0,5.0,3.0,2730.0,3097.0,1928.0,2.019379730993287,-0.2146486469058113
15142024,"59 Manor Dr, San Francisco, CA","1/12/16",1250000.0,0.0,3.0,1.5,1575.0,3009.0,1930.0,2.445507153494936,0.9128114455918976
15142776,"35-37 Sanchez St, San Francisco, CA","12/17/15",1300000.0,0.0,2.0,3.0,2580.0,3125.0,1900.0,1.5432701592760982,-0.6257382164983105
15142782,"30 Belcher St, San Francisco, CA","11/20/15",2900000.0,0.0,3.0,2.0,1410.0,"",1900.0,5.521553469291888,0.807967909856474
15142858,"46 Sanchez St, San Francisco, CA","12/23/15",1700000.0,0.0,3.0,2.0,1515.0,"",1906.0,2.624470115131455,0.0876119001546527
15143034,"66-70 Landers St, San Francisco, CA","12/28/15",1650000.0,1.0,"","",3775.0,3123.0,1905.0,2.4039038457155133,-0.08617715670846837
15143292,"1839 15th St APT 356, San Francisco, CA","11/13/15",853000.0,0.0,1.0,1.0,897.0,"",1983.0,1.6053813229260958,0.7640828204597792
15143562,"348 Church St APT 104, San Francisco, CA","12/24/15",1320000.0,0.0,2.0,2.0,1197.0,"",1995.0,1.9253572295345334,-0.08279207646282827
15143661,"2253-2255 15TH St, San Francisco, CA","11/19/15",2300000.0,0.0,"",2.0,2088.0,4312.0,1905.0,3.9655855642065494,0.44833527322308653
15143800,"30 Abbey St, San Francisco, CA","12/8/15",1180000.0,0.0,3.0,2.0,1115.0,"",1900.0,1.6508498796096602,-0.20194935659379598
15143887,"3065-3069 16TH St, San Francisco, CA","12/31/15",2100000.0,0.0,"",4.0,5325.0,2896.0,1909.0,3.9984932250920115,0.8080887858019155
15143913,"550 S Van Ness Ave APT 102, San Francisco, CA","11/30/15",397000.0,0.0,1.0,1.0,718.0,"",1992.0,0.6709399330159173,0.3800500403824547
15143976,"648-652 S Van Ness Ave, San Francisco, CA","12/10/15",1490000.0,0.0,2.0,1.0,4275.0,3062.0,1911.0,2.5324368608332697,0.3992441085010334
15144087,"29 Dorland St, San Francisco, CA","12/10/15",4800000.0,0.0,4.0,3.5,3455.0,2613.0,1907.0,6.3730579274741705,-0.3445591968857622
15144135,"3657-3661 17TH St, San Francisco, CA","11/30/15",1380000.0,0.0,"",4.0,5720.0,2495.0,1907.0,2.424354526976907,0.5135572854737784
15144348,"4024-4026 18TH St, San Francisco, CA","11/24/15",1600000.0,0.0,2.0,"",2148.0,2500.0,1900.0,2.617697688715426,0.2721221108942826
15144522,"155 Hancock St APT 1, San Francisco, CA","12/11/15",957000.0,0.0,1.0,1.0,712.0,"",1979.0,1.186699401624382,-0.5199594532405809
15144527,"155 Hancock St APT 6, San Francisco, CA","12/11/15",957000.0,0.0,1.0,1.0,712.0,"",1979.0,1.1106356531183903,-0.6789223550294872
15144738,"3452-3456 19TH St, San Francisco, CA","12/14/15",95100.0,0.0,"",3.0,3081.0,2125.0,1907.0,0.17083682922659826,0.5927829490346634
15145020,"3928 20th St, San Francisco, CA","12/16/15",4800000.0,0.0,4.0,4.0,3500.0,2848.0,1913.0,9.403999694569068,0.918333206070445
15145308,"4121-4123 20TH St, San Francisco, CA","11/25/15",2070000.0,0.0,4.0,2.0,2100.0,2848.0,1900.0,3.0183473724282885,-0.0837223454799143
15145355,"429 Liberty St, San Francisco, CA","11/17/15",2650000.0,0.0,2.0,2.0,1990.0,3049.0,1907.0,4.216108038107765,0.18196833064736984
15145720,"956 S Van Ness Ave, San Francisco, CA","11/23/15",2670000.0,0.0,4.0,4.0,3500.0,4165.0,1872.0,4.960119459996791,0.7154452883871092
15145732,"507 Capp St, San Francisco, CA","11/13/15",4100000.0,0.0,4.0,2.5,2262.0,4800.0,1900.0,5.9746161587508135,-0.08555309329228589
15146014,"62-64 Fair Oaks St, San Francisco, CA","12/18/15",1020000.0,0.0,"",2.0,1816.0,2583.0,1900.0,1.9909119663693908,0.9037489536654724
15146149,"849 Sanchez St, San Francisco, CA","11/13/15",4100000.0,0.0,3.0,3.5,2935.0,2212.0,1938.0,6.460579764383977,0.15150232408974484
15146224,"419 Hill St, San Francisco, CA","12/18/15",2500000.0,0.0,3.0,2.0,2000.0,2848.0,1908.0,4.551917801753287,0.6415342414026299
15146597,"3615 22nd St, San Francisco, CA","11/17/15",1480000.0,0.0,3.0,2.5,1519.0,"",1911.0,2.8250887032508527,0.8176874368254767
15146666,"979 Dolores St, San Francisco, CA","11/12/15",1880000.0,0.0,3.0,2.0,1405.0,"",1907.0,3.413184779284909,0.6310476375371377
15146704,"62-64 San Jose Ave, San Francisco, CA","11/25/15",1800000.0,1.0,"","",2720.0,1742.0,1922.0,2.086946034208121,-0.6811710731020881
15146876,"934 Shotwell St, San Francisco, CA","12/18/15",615500.0,0.0,"",1.0,1590.0,4896.0,1900.0,1.0025869892424766,0.2577968781234008
15147178,"456 Elizabeth St, San Francisco, CA","11/10/15",2250000.0,0.0,2.0,2.0,1410.0,2905.0,1934.0,3.1464770818942736,-0.20313148276064585
15147213,"1059 Noe St, San Francisco, CA","12/23/15",2500000.0,0.0,3.0,2.5,2545.0,2269.0,1912.0,2.6567823800583645,-0.8745740959533086
15147285,"533 Elizabeth St, San Francisco, CA","12/18/15",1880000.0,0.0,4.0,3.0,1744.0,2850.0,1955.0,2.6771806335529025,-0.1519354962203161
15147343,"643 Natoma St, San Francisco, CA","12/17/15",875000.0,0.0,2.0,1.0,875.0,"",1910.0,1.1013485585282317,-0.4826318662211846
15147378,"180 7th St # 408, San Francisco, CA","12/31/15",550000.0,0.0,1.0,1.0,470.0,"",1992.0,1.016971069635681,0.6980766168570216
15147481,"469 Clementina St APT 12, San Francisco, CA","12/11/15",650000.0,0.0,1.0,1.0,600.0,"",1993.0,0.6716480072553525,-0.9333907469066076
15147528,"75 Folsom St APT 801, San Francisco, CA","12/9/15",1550000.0,0.0,2.0,2.0,1287.0,"",1991.0,3.0364232188883844,0.9179654437269471
15147628,"81 Lansing St APT 410, San Francisco, CA","12/29/15",778000.0,0.0,1.0,1.0,855.0,"",1995.0,1.054476964111161,-0.28926230305614076
15147936,"271 Clara St # 2, San Francisco, CA","12/31/15",800000.0,0.0,1.0,1.0,985.0,1685.0,1907.0,1.0853655123220343,-0.2865862191949142
15147987,"130A Langton St # A, San Francisco, CA","12/14/15",750000.0,0.0,2.0,1.5,1000.0,"",1906.0,0.762246377012781,-0.9673429946325842
15147990,"134 Langton St, San Francisco, CA","11/25/15",765000.0,0.0,2.0,1.5,1000.0,"",1906.0,0.9067027288056806,-0.6295353495276321
15148102,"461 2nd St APT T354, San Francisco, CA","12/9/15",620000.0,0.0,1.0,1.0,619.0,"",1907.0,0.8687808904982375,-0.19748099839278255
15148103,"461 2nd St APT T355, San Francisco, CA","12/9/15",303000.0,0.0,1.0,1.0,653.0,"",1907.0,0.5845752994427222,0.8585828346054278
15148222,"201 Harrison St APT 407, San Francisco, CA","12/29/15",525000.0,1.0,"",1.0,410.0,"",1991.0,0.5772978383661675,-0.8007701395574573
15148444,"38 Bryant St APT 606, San Francisco, CA","12/21/15",650000.0,0.0,1.0,1.0,582.0,"",1994.0,1.2644459967614017,0.890603066958159
15148570,"403 Main St APT 313N, San Francisco, CA","11/23/15",810000.0,0.0,1.0,1.0,811.0,"",1997.0,1.5142857097427722,0.7389770610932644
15148755,"39 Boardman Pl APT 101, San Francisco, CA","11/20/15",905000.0,0.0,1.0,1.5,1255.0,"",1996.0,1.3160169692013346,-0.09167520618489644
15148821,"354-358 Utah St, San Francisco, CA","12/10/15",1040000.0,0.0,5.0,3.0,4350.0,2500.0,1908.0,1.3797689170389904,-0.34659823646347987
15148902,"456 Kansas St, San Francisco, CA","12/22/15",1750000.0,0.0,6.0,2.0,2546.0,2500.0,1900.0,2.1573022262383494,-0.5345117414418863
15149005,"251-253 Missouri St, San Francisco, CA","12/23/15",1.0,0.0,7.0,6.0,2904.0,2482.0,1900.0,1.614464706476874e-06,0.2289294129537487
15149093,"548 Rhode Island St, San Francisco, CA","12/10/15",1770000.0,0.0,2.0,1.0,1025.0,2495.0,1938.0,1.8285420269116448,-0.9338508170489888
15149454,"362-364 Connecticut St, San Francisco, CA","11/25/15",1800000.0,0.0,4.0,3.5,1725.0,2495.0,1907.0,1.828090916004291,-0.9687878711063436
15149547,"361 Texas St, San Francisco, CA","2/10/16",2300000.0,0.0,3.0,2.0,2080.0,2495.0,1906.0,3.2862301617459466,-0.14240855500352434
15149594,"730-732 Tennessee St, San Francisco, CA","12/22/15",2900000.0,0.0,"",2.0,2270.0,2495.0,1900.0,3.097414814526689,-0.8638518520505596
15149654,"1324 20th St, San Francisco, CA","12/11/15",1320000.0,0.0,2.0,1.0,1000.0,1646.0,1925.0,1.6525621044848426,-0.4961180235078142
15149977,"734 Vermont St, San Francisco, CA","12/16/15",232500.0,0.0,"",2.0,2360.0,2495.0,1907.0,0.2839199128179645,-0.5576781693078323
15150032,"725 Hampshire St, San Francisco, CA","12/4/15",1570000.0,0.0,2.0,1.0,1740.0,2500.0,1900.0,1.9675101741448775,-0.49361761255429615
15150214,"2724 21st St, San Francisco, CA","12/3/15",550000.0,0.0,2.0,1.0,1250.0,1698.0,1900.0,0.6220803771683918,-0.7378895375694845
15150325,"900-904 Kansas St, San Francisco, CA","12/11/15",1580000.0,0.0,"",3.0,2795.0,2700.0,1913.0,1.5990172321782938,-0.9759275542046915
15150465,"825 Rhode Island St, San Francisco, CA","11/25/15",1750000.0,0.0,4.0,3.5,2882.0,2495.0,1910.0,1.9520975199928094,-0.7690314057225038
15150570,"817 Carolina St, San Francisco, CA","12/4/15",1270000.0,0.0,3.0,1.0,1644.0,2495.0,1907.0,2.05546992958119,0.23696051902549575
15150777,"540 Texas St, San Francisco, CA","12/17/15",2160000.0,0.0,2.0,4.0,1700.0,2700.0,1926.0,4.264393419686989,0.9485124256361006
15150841,"632 Mississippi St, San Francisco, CA","1/4/16",1420000.0,0.0,2.0,1.0,1100.0,2495.0,1922.0,2.826289902216469,0.9806900031217878
15151012,"961 San Bruno Ave, San Francisco, CA","12/31/15",980000.0,0.0,2.0,2.0,1297.0,1920.0,1927.0,1.3808730134656004,-0.18189180925387682
15151054,"948 Hampshire St, San Francisco, CA","12/4/15",3800000.0,1.0,"",1.0,1215.0,2495.0,1900.0,4.4192268189771005,-0.6740911479067893
15151294,"2874 23rd St, San Francisco, CA","11/17/15",562500.0,0.0,"",1.0,1167.0,2596.0,1900.0,0.9218034885186727,0.2775235147330586
15151407,"1052 Rhode Island St, San Francisco, CA","11/18/15",850000.0,0.0,"",1.0,1080.0,2495.0,1927.0,1.2667595445664264,-0.019389306902525716
15151414,"1088 Rhode Island St, San Francisco, CA","12/17/15",1800000.0,0.0,3.0,3.0,1550.0,2500.0,1912.0,3.5809375991119765,0.9788195545688629
15151520,"1015 Rhode Island St, San Francisco, CA","11/30/15",2000000.0,0.0,4.0,4.0,2381.0,2613.0,1938.0,2.1306084143035604,-0.8693915856964396
15151740,"1129 Tennessee St, San Francisco, CA","11/24/15",640000.0,0.0,2.0,2.0,3479.0,2500.0,1989.0,1.1412700405208402,0.5664688766276262
15151938,"1248 Utah St, San Francisco, CA","12/15/15",2500000.0,0.0,4.0,4.0,2770.0,2247.0,1915.0,3.220996243328735,-0.42320300533701216
15152040,"2250 24th St APT 223, San Francisco, CA","11/17/15",640000.0,0.0,2.0,1.0,839.0,"",1989.0,0.7945079168490073,-0.517162759846852
15152257,"2107-2109 24TH St, San Francisco, CA","12/21/15",1210000.0,0.0,"",2.0,1500.0,2500.0,1908.0,2.011630531554538,0.3250091430653519
15152280,"2127 24th St, San Francisco, CA","12/1/15",875000.0,0.0,"",1.0,1345.0,"",1900.0,1.090305286867094,-0.5078736300180711
15152307,"1315-1317 Kansas St, San Francisco, CA","12/15/15",1140000.0,0.0,"",2.0,2520.0,1875.0,1924.0,1.8990793940174737,0.3317182351183754
15152389,"1251-1253 Hampshire St, San Francisco, CA","12/11/15",680000.0,0.0,"",2.0,3020.0,2500.0,1925.0,1.0317697916975566,0.03461703440457753
15153012,"118 Jerrold Ave, San Francisco, CA","11/24/15",800000.0,0.0,3.0,2.0,1325.0,"",1989.0,1.1392711907486797,-0.1518220231283014
15153517,"19 Rebecca Ln, San Francisco, CA","11/23/15",610000.0,0.0,2.0,2.0,1210.0,871.0,1992.0,0.9483595632834656,0.10937561732283796
15153559,"1314 Palou Ave, San Francisco, CA","11/17/15",780000.0,0.0,4.0,3.0,1275.0,2613.0,1941.0,1.0039001855373113,-0.4258969601607405
15153617,"1087 Palou Ave, San Francisco, CA","2/11/16",430000.0,0.0,3.0,2.0,1452.0,1873.0,1900.0,0.733827123697381,0.41314941254595783
15153741,"1371 Palou Ave, San Francisco, CA","11/16/15",3000.0,0.0,2.0,1.0,1000.0,2495.0,1900.0,0.004244570608000693,-0.17028626133287195
15153753,"1311 Palou Ave, San Francisco, CA","1/11/16",875000.0,1.0,"","",2645.0,4996.0,1923.0,1.1904773654251557,-0.2789088790282155
15153811,"1386 Revere Ave, San Francisco, CA","11/23/15",650000.0,0.0,"",1.0,1255.0,2495.0,1954.0,1.1886269944612295,0.6573138291114755
15153857,"1243 Quesada Ave, San Francisco, CA","1/4/16",610000.0,0.0,2.0,1.0,1250.0,2613.0,1927.0,1.174229816291447,0.8499338239063843
15153995,"1480 Shafter Ave, San Francisco, CA","12/15/15",500000.0,0.0,2.0,1.0,952.0,2613.0,1926.0,0.5230036554436485,-0.9079853782254061
15154015,"1401 Shafter Ave, San Francisco, CA","12/17/15",755000.0,0.0,2.0,2.0,1412.0,2613.0,1929.0,0.930633379586473,-0.534746014340469
15154183,"1459-1461 Thomas Ave, San Francisco, CA","12/23/15",655000.0,0.0,6.0,3.0,1950.0,2500.0,1900.0,0.883280187017629,-0.30296126101487353
15154370,"1201 Egbert Ave, San Francisco, CA","12/11/15",410000.0,0.0,"",1.0,1157.0,2000.0,1925.0,0.7441362565418014,0.6299329587404947
15154657,"884 Ingerson Ave, San Francisco, CA","2/4/16",850000.0,0.0,5.0,3.0,1789.0,2613.0,1964.0,1.6876677134968028,0.9709828552865951
15154660,"991 Hollister Ave, San Francisco, CA","11/25/15",525000.0,0.0,3.0,1.0,1062.0,2500.0,1917.0,1.0337101449519346,0.9379434093407035
15154832,"1027 Ingerson Ave, San Francisco, CA","11/13/15",375000.0,0.0,3.0,2.0,1430.0,2500.0,1929.0,0.7143556295812226,0.8098966910998537
15154997,"76 Jennings Ct, San Francisco, CA","11/18/15",575000.0,0.0,3.0,2.0,1212.0,"",1995.0,0.7455198524118172,-0.40688746987194024
15155000,"1 Jennings Ct, San Francisco, CA","1/14/16",740000.0,0.0,3.0,2.0,1310.0,"",1995.0,1.4740883201267108,0.9840224868289482
15155751,"1546 Innes Ave, San Francisco, CA","11/10/15",665000.0,0.0,2.0,2.0,1629.0,2500.0,1938.0,0.8308643273025402,-0.5011599178870976
15156203,"1448 Oakdale Ave, San Francisco, CA","12/4/15",860000.0,0.0,3.0,2.0,2066.0,2500.0,1910.0,0.9510792931987196,-0.7881876902355356
15156278,"1783 Newcomb Ave, San Francisco, CA","12/17/15",680000.0,0.0,2.0,1.0,1385.0,2500.0,1925.0,1.326647775517668,0.9019052221107882
15156378,"1740-1742 Palou Ave, San Francisco, CA","12/30/15",180000.0,0.0,"",2.0,3073.0,2495.0,1950.0,0.2220156459842573,-0.5331594890638074
15156497,"1455 Oakdale Ave, San Francisco, CA","1/12/16",935000.0,0.0,5.0,3.0,1594.0,2495.0,1964.0,1.5799333278476966,0.37953653015550093
15156520,"1497 Palou Ave, San Francisco, CA","11/20/15",905000.0,0.0,4.0,3.0,1750.0,2500.0,1977.0,0.9578125048774327,-0.8832872820388227
15156770,"2179 Quesada Ave, San Francisco, CA","12/17/15",220000.0,0.0,"",1.0,"",2495.0,1900.0,0.38075600180804475,0.46141819825495234
15156830,"250 Bayview Cir, San Francisco, CA","12/8/15",765000.0,0.0,2.0,2.0,1301.0,1845.0,1986.0,1.4395159624353875,0.7634404246676794
15157040,"1939 Quesada Ave, San Francisco, CA","11/13/15",705000.0,0.0,2.0,1.5,875.0,2831.0,1947.0,0.8970680113035036,-0.455126209068075
15157054,"19 Bridgeview Dr, San Francisco, CA","12/31/15",640000.0,0.0,3.0,2.0,1092.0,2062.0,1944.0,0.8825964134895543,-0.24188620784514292
15157208,"1574 Shafter Ave, San Francisco, CA","12/18/15",400000.0,0.0,"",1.0,1422.0,2495.0,1921.0,0.5497184733283664,-0.25140763335816785
15157264,"1731-1733 Revere Ave, San Francisco, CA","12/11/15",553000.0,0.0,"",1.0,800.0,1500.0,1908.0,0.9670799064196937,0.49757651508026624
15157891,"61 Waterville St, San Francisco, CA","12/22/15",768000.0,0.0,"",7.0,1734.0,2495.0,1912.0,0.9506359622699818,-0.5243855149219223
15157943,"15 Scotia Ave, San Francisco, CA","11/16/15",868000.0,0.0,3.0,2.0,1482.0,2417.0,1936.0,1.0171684899733542,-0.656293801904714
15158058,"2015 Thomas Ave, San Francisco, CA","12/4/15",750000.0,0.0,3.0,1.0,1512.0,2796.0,1941.0,1.0869687365158036,-0.10141670262452385
15158124,"2058 Thomas Ave, San Francisco, CA","12/4/15",600000.0,0.0,2.0,1.0,1222.0,1972.0,1941.0,0.7826810444263916,-0.391063185245361
15158253,"1554 Van Dyke Ave, San Francisco, CA","12/21/15",700000.0,0.0,"",1.0,1375.0,2495.0,1939.0,1.2874323855810565,0.6783782445173048
15158905,"28 Williams Ave, San Francisco, CA","1/3/16",660000.0,0.0,2.0,2.0,1250.0,1250.0,1930.0,0.8169096051703216,-0.5245163479687225
15159016,"2076 Carroll Ave, San Francisco, CA","12/17/15",197000.0,0.0,"",1.0,735.0,2495.0,1908.0,0.2959707231253845,0.004778914978522897
15159044,"2091 Bancroft Ave, San Francisco, CA","11/19/15",860000.0,0.0,4.0,3.0,2350.0,2613.0,1992.0,1.6706218957402201,0.8851671993958607
15159610,"3455 Keith St, San Francisco, CA","12/16/15",403000.0,0.0,"",1.0,1125.0,1925.0,1924.0,0.6585010721910983,0.2679953954893215
15159823,"630 Precita Ave, San Francisco, CA","11/19/15",1080000.0,0.0,3.0,1.0,1675.0,3750.0,1905.0,2.0166725578994624,0.7345788109249296
15159831,"684 Precita Ave, San Francisco, CA","12/7/15",1710000.0,0.0,4.0,3.0,2459.0,2495.0,1913.0,3.317758568796652,0.8804193787095347
15159837,"1650-1652 Florida St, San Francisco, CA","12/1/15",970000.0,0.0,"",2.0,2312.0,3125.0,1904.0,1.6982419160297613,0.5015297237727039
15159894,"51 Mirabel Ave, San Francisco, CA","12/8/15",1320000.0,0.0,2.0,1.0,875.0,3197.0,1900.0,2.243439079496672,0.3991501204495027
15159949,"256-258 Precita Ave, San Francisco, CA","11/30/15",850000.0,0.0,"",2.0,1700.0,1873.0,1910.0,1.672770731613593,0.9359311332084541
15160348,"249 Mullen Ave, San Francisco, CA","12/18/15",1020000.0,0.0,2.0,2.0,1275.0,1746.0,1907.0,2.034288805440633,0.9888015792953588
15160369,"123 Peralta Ave, San Francisco, CA","11/23/15",1220000.0,0.0,2.0,1.0,800.0,1750.0,1908.0,1.7712224528571068,-0.09635663466048072
15160509,"233 Franconia St, San Francisco, CA","12/15/15",1590000.0,0.0,3.0,"",1594.0,4253.0,1964.0,1.7026829473128913,-0.8582604436315833
15161351,"157 Winfield St, San Francisco, CA","12/18/15",1150000.0,1.0,"","",1375.0,1742.0,1907.0,1.4867131361565966,-0.4144119371189623
15161389,"199 Elsie St, San Francisco, CA","12/16/15",900000.0,0.0,"",1.0,1010.0,1393.0,1931.0,1.0371192351189573,-0.6952905886245391
15161653,"79 Bradford St, San Francisco, CA","12/2/15",875000.0,0.0,2.0,2.0,900.0,1751.0,1933.0,1.2403005779465104,-0.1650272504079764
15161660,"73 Carver St, San Francisco, CA","11/30/15",1520000.0,0.0,3.0,2.0,1325.0,1750.0,1951.0,1.719559779279349,-0.7374213430534879
15161805,"183 Bocana St, San Francisco, CA","11/17/15",1100000.0,0.0,"",1.0,1275.0,2500.0,1922.0,1.7645295844229703,0.208235608041764
15161979,"3660 Folsom St, San Francisco, CA","12/1/15",1950000.0,0.0,3.0,3.0,650.0,1750.0,1902.0,2.696475715357815,-0.2343838816842918
15162350,"204 Anderson St, San Francisco, CA","12/2/15",1430000.0,0.0,2.0,2.0,1140.0,1746.0,1928.0,2.71040181453214,0.79077176857642
15162353,"222 Anderson St, San Francisco, CA","11/24/15",1300000.0,0.0,2.0,1.0,1280.0,1742.0,1906.0,2.5581330733380523,0.9355893435970037
15162638,"116 Eugenia Ave, San Francisco, CA","11/24/15",975000.0,0.0,2.0,1.0,1075.0,1751.0,1900.0,1.5082127791276865,0.09376980333884433
15162879,"270 Nevada St, San Francisco, CA","12/30/15",2080000.0,0.0,3.0,4.0,2371.0,1742.0,1900.0,2.6516330253246014,-0.4503528602648068
15163177,"450 Prentiss St, San Francisco, CA","12/10/15",999000.0,0.0,2.0,1.0,1070.0,1751.0,1926.0,1.590638188343075,0.1844608375236736
15163205,"3942 Folsom St, San Francisco, CA","12/2/15",1800000.0,0.0,3.0,2.5,860.0,1742.0,1908.0,3.4141700848039376,0.7935223164488197
15163213,"3990 Folsom St, San Francisco, CA","11/25/15",1550000.0,0.0,3.0,2.0,1200.0,1751.0,1968.0,2.18043668604541,-0.18653330832850346
15163518,"201 Holly Park Cir, San Francisco, CA","12/28/15",255000.0,0.0,3.0,2.0,2250.0,1712.0,1910.0,0.3957799605564526,0.1041565533839417
15163654,"281 Richland Ave, San Francisco, CA","11/24/15",1000000.0,0.0,3.0,2.0,1300.0,1937.0,1900.0,1.2716527676061458,-0.45669446478770825
15163807,"554 Anderson St, San Francisco, CA","1/22/16",920000.0,0.0,2.0,1.0,1015.0,1751.0,1910.0,1.3390086174940248,-0.08911170109994604
15163943,"580 Prentiss St, San Francisco, CA","12/3/15",950000.0,0.0,2.0,1.0,918.0,1750.0,1951.0,1.3316278586106187,-0.19657292924080272
15163952,"412 Nevada St, San Francisco, CA","12/8/15",725000.0,0.0,2.0,1.0,1150.0,1750.0,1916.0,0.905099762185154,-0.503173069834058
15164106,"4142 Folsom St, San Francisco, CA","11/12/15",1320000.0,0.0,2.0,2.0,1156.0,1750.0,1996.0,1.987743626649407,0.011732767650616704
15164191,"650 Anderson St, San Francisco, CA","11/17/15",1050000.0,0.0,"",1.0,1000.0,1751.0,1927.0,1.375899867278802,-0.37923834804037715
15164199,"501 Crescent Ave, San Francisco, CA","12/31/15",870000.0,1.0,"","",960.0,1751.0,1905.0,1.1945403315762504,-0.25393027223850506
15164877,"4021 Mission St, San Francisco, CA","12/11/15",1050000.0,0.0,2.0,1.0,1239.0,2495.0,1941.0,1.6012189643669776,0.049940884508528516
15165309,"676 Sweeny St, San Francisco, CA","12/18/15",720000.0,0.0,2.0,1.0,850.0,2439.0,1942.0,1.260428416508871,0.501190045857975
15165568,"47 Colby St, San Francisco, CA","12/3/15",1040000.0,0.0,2.0,1.0,1655.0,2622.0,1937.0,1.3868477644229265,-0.33298506841744935
15165652,"374 Hale St, San Francisco, CA","12/22/15",467000.0,0.0,2.0,1.0,1044.0,2173.0,1927.0,0.8985821440118966,0.8483175332415271
15165922,"95 Stoneyford Ave, San Francisco, CA","1/25/16",910000.0,0.0,3.0,2.0,1400.0,2208.0,1942.0,1.6947098776206713,0.7246370936718047
15165953,"14 Stoneyford Ave, San Francisco, CA","1/5/16",650000.0,0.0,3.0,1.0,1158.0,2291.0,1942.0,0.6816486923840936,-0.9026194080489429
15166004,"26 Stoneybrook Ave, San Francisco, CA","12/31/15",700000.0,0.0,2.0,1.0,862.0,2151.0,1942.0,0.8775497669797758,-0.49271495148635447
15166222,"387-389 Silver Ave, San Francisco, CA","12/29/15",317500.0,0.0,"",2.0,2750.0,2491.0,1910.0,0.4591480252692966,-0.10772897468159615
15166257,"52 Maynard St, San Francisco, CA","12/4/15",900500.0,0.0,4.0,3.0,2064.0,2949.0,1979.0,0.9947174138125979,-0.7907442225150518
15166601,"412 Pioche St, San Francisco, CA","12/7/15",710000.0,0.0,1.0,1.0,890.0,1097.0,1942.0,0.9574179522137828,-0.30304802193300584
15167071,"131 Brussels St, San Francisco, CA","12/18/15",1250000.0,0.0,4.0,3.0,2269.0,2761.0,1916.0,2.175121907022103,0.480195051235365
15167131,"155 Somerset St, San Francisco, CA","11/20/15",975000.0,0.0,2.0,1.0,1550.0,3000.0,1937.0,1.6385016191142552,0.36102896228565173
15167958,"134 Naples St, San Francisco, CA","12/8/15",647500.0,0.0,2.0,1.0,1125.0,2495.0,1925.0,1.050493917496488,0.2447688571320097
15168004,"130 Vienna St, San Francisco, CA","12/21/15",950000.0,0.0,4.0,3.0,1853.0,2500.0,1907.0,1.6250019825862283,0.42105680544469126
15168015,"180 Vienna St, San Francisco, CA","12/7/15",191000.0,0.0,"",1.0,432.0,2495.0,1904.0,0.23014042420930303,-0.5901526260805965
15168186,"888 Peru Ave, San Francisco, CA","12/8/15",975000.0,0.0,4.0,3.0,1590.0,2375.0,1931.0,1.3081556619931136,-0.31660377027053577
15168244,"332 Gambier St, San Francisco, CA","12/7/15",950000.0,0.0,3.0,1.0,1435.0,2996.0,1910.0,1.5924303581635897,0.35248496455492573
15168424,"238 Princeton St, San Francisco, CA","11/12/15",970000.0,0.0,"",2.0,2028.0,2975.0,1958.0,1.8228577201403873,0.7584695260626542
15169434,"184 London St, San Francisco, CA","12/9/15",520000.0,0.0,3.0,1.0,750.0,2495.0,1910.0,0.8027125879906095,0.0873561076561904
15170366,"558 Brussels St, San Francisco, CA","12/18/15",1000000.0,0.0,"",2.0,1500.0,"",1971.0,1.2826996509455366,-0.43460069810892676
15170571,"182 Prague St, San Francisco, CA","11/20/15",855000.0,0.0,2.0,1.0,1125.0,1742.0,1930.0,0.8808511455951151,-0.9395294839880348
15170822,"445 Persia Ave, San Francisco, CA","12/30/15",950000.0,0.0,4.0,2.0,1435.0,2613.0,1955.0,1.6248199875255027,0.4206736579484267
